name,state,city,monthlyIncome,internetUsed,dataPackExpense,foodFuelExpensePercent,hasLoan,familyMembers,childrenCount,childrenStatus,cookingTogether,lpgRefillFrequency,earningMembers,dependentMembers,jobType,emergencyFundSource,facedEmergency,assets,hasLand,ownsVehicle,incomeCycle,savings,awareOfGovtScheme,pastLoanDefault,lpgPreference,lpgChallenges,cylinderPreference,score,risk_category
Person_5272,Rajasthan,Jaipur,12861,no,7,26-50%,no,3,0,not study,yes,1-2 months,2,1,migrant-labour,family,yes,none,no,no,monthly,843,yes,yes,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_3686,Bihar,Gaya,12203,no,95,0-25%,no,7,2,study,yes,1-2 months,5,2,farmer,savings,yes,fan,yes,no,daily,4992,yes,yes,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person_9633,Rajasthan,Alwar,10996,no,186,51-75%,yes,2,1,not study,no,>2 months,1,1,migrant-labour,friends,no,"mobile,fan",no,yes,daily,4029,yes,yes,LPG,distance,14.2kg,446.1538461538462,Medium Risk
Person 87,Karnataka,Belgaum,17718,no,200,25-50%,no,8,3,study,yes,1-2 months,2,7,vendor,savings,no,land,no,no,monthly,0,no,no,LPG,cost,14kg,653.8461538461539,Medium Risk
Person_9325,Rajasthan,Kota,9250,yes,185,76-100%,yes,6,5,study,no,<1 month,1,5,farmer,money-lender,yes,"mobile,tv",no,yes,weekly,3727,yes,yes,LPG,none,5kg,376.92307692307696,High Risk
Person_8969,Bihar,Begusarai,14598,no,189,26-50%,yes,6,4,not study,yes,1-2 months,4,2,part-time,money-lender,no,fan,no,yes,weekly,4884,no,yes,LPG,none,14.2kg,515.3846153846155,Medium Risk
Person_6413,Rajasthan,Udaipur,5706,no,124,51-75%,yes,2,0,study,yes,<1 month,1,1,unemployed,money-lender,no,none,yes,no,daily,511,no,yes,LPG,availability,14.2kg,169.23076923076923,High Risk
Person_6213,Rajasthan,Ajmer,13870,yes,192,0-25%,no,3,1,study,yes,>2 months,1,2,self-employed,family,yes,mobile,no,yes,monthly,593,no,no,LPG,cost,5kg,584.6153846153845,Medium Risk
Person_3800,Rajasthan,Alwar,11145,yes,7,76-100%,no,8,6,not study,yes,1-2 months,7,1,self-employed,friends,yes,"mobile,tv",yes,yes,daily,2145,no,no,LPG,availability,5kg,792.3076923076924,Low Risk
Person_3777,Bihar,Muzaffarpur,10239,yes,50,51-75%,yes,2,0,study,yes,<1 month,1,1,daily-wager,savings,yes,tv,yes,yes,monthly,2001,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person 91,Uttar Pradesh,Gorakhpur,5006,no,50,25-50%,yes,8,0,study,yes,1-2 months,3,6,labourer,savings,no,none,no,no,weekly,500,no,no,LPG,cost,14kg,376.92307692307696,High Risk
Person_9543,Gujarat,Jamnagar,3354,no,50,26-50%,yes,2,0,not study,no,<1 month,1,1,unemployed,money-lender,yes,none,yes,yes,daily,2752,no,no,LPG,availability,14.2kg,376.92307692307696,High Risk
Person_8503,Bihar,Arrah,5824,no,88,76-100%,yes,7,6,study,yes,<1 month,4,3,farmer,savings,yes,"mobile,tv",yes,yes,weekly,1289,no,no,LPG,none,5kg,446.1538461538462,Medium Risk
Person_8941,Jharkhand,Giridih,13759,yes,63,51-75%,no,8,5,study,yes,1-2 months,7,1,farmer,savings,no,none,yes,no,monthly,1532,yes,no,LPG,distance,5kg,861.5384615384615,Low Risk
Person_4511,Rajasthan,Ajmer,14539,yes,155,76-100%,yes,4,3,not study,yes,>2 months,1,3,part-time,family,no,tv,yes,no,weekly,4732,no,yes,LPG,none,5kg,376.92307692307696,High Risk
Person_1145,Rajasthan,Jaipur,13473,yes,112,0-25%,no,4,2,not study,no,<1 month,2,2,farmer,friends,no,none,yes,yes,daily,4851,no,no,LPG,availability,14.2kg,792.3076923076924,Low Risk
Person_5165,Gujarat,Vadodara,3037,no,164,51-75%,yes,8,5,not study,yes,>2 months,6,2,migrant-labour,friends,no,tv,no,no,weekly,3177,no,no,LPG,availability,5kg,584.6153846153845,Medium Risk
Person 44,Karnataka,Bengaluru,6007,no,50,>75%,yes,4,2,working,yes,3-4 months,1,3,vendor,none,yes,none,yes,no,weekly,500,no,no,LPG,availability,5kg,238.46153846153848,High Risk
Person_2006,Bihar,Arrah,4153,no,38,51-75%,yes,4,3,study,yes,<1 month,3,1,part-time,family,yes,fan,yes,yes,daily,2105,yes,yes,LPG,cost,14.2kg,376.92307692307696,High Risk
Person_1722,Jharkhand,Hazaribagh,12157,yes,6,76-100%,no,8,1,study,no,<1 month,6,2,migrant-labour,savings,no,"mobile,fan",yes,no,daily,840,no,yes,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_6602,Gujarat,Ahmedabad,5131,yes,65,0-25%,no,4,1,study,no,>2 months,3,1,unemployed,money-lender,no,fan,no,no,monthly,4301,yes,no,LPG,cost,5kg,861.5384615384615,Low Risk
Person_5000,Gujarat,Gandhinagar,12355,yes,69,51-75%,yes,5,4,not study,yes,<1 month,4,1,self-employed,savings,no,tv,no,no,monthly,529,no,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person 29,Uttar Pradesh,Bareilly,17060,yes,50,51-75%,yes,3,0,working,no,5-6 months,2,1,labourer,none,yes,mobile,no,no,weekly,500,yes,no,LPG,availability,14kg,653.8461538461539,Medium Risk
Person 30,Uttar Pradesh,Allahabad,11841,yes,0,>75%,yes,4,2,study,yes,3-4 months,1,1,security-guard,none,no,none,no,yes,weekly,500,yes,yes,LPG,cost,14kg,446.1538461538462,Medium Risk
Person 23,Uttar Pradesh,Agra,16359,no,200,51-75%,no,8,2,study,yes,1-2 months,1,6,security-guard,none,no,vehicle,no,no,weekly,200,no,yes,LPG,availability,14kg,446.1538461538462,Medium Risk
Person 50,Maharashtra,Nashik,14781,yes,100,25-50%,yes,6,1,working,no,3-4 months,1,4,daily-wager,family,no,none,yes,no,daily,500,no,yes,LPG,none,14kg,307.69230769230774,High Risk
Person 54,Uttar Pradesh,Jhansi,18471,yes,100,51-75%,yes,8,3,working,no,3-4 months,2,6,vendor,savings,yes,land,yes,yes,daily,0,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person_9020,Bihar,Begusarai,10766,yes,12,51-75%,yes,4,1,not study,yes,1-2 months,1,3,daily-wager,savings,yes,none,yes,yes,monthly,4124,yes,no,LPG,none,5kg,584.6153846153845,Medium Risk
Person_4248,Bihar,Purnia,3320,no,135,0-25%,yes,6,1,not study,no,1-2 months,5,1,self-employed,family,no,mobile,no,yes,monthly,416,yes,no,LPG,distance,5kg,653.8461538461539,Medium Risk
Person 55,Uttar Pradesh,Kanpur,10145,no,200,51-75%,yes,3,0,working,yes,1-2 months,1,2,cleaner,savings,yes,land,no,yes,monthly,200,yes,yes,LPG,none,5kg,238.46153846153848,High Risk
Person 76,Maharashtra,Mumbai,5922,yes,50,25-50%,yes,8,2,working,no,3-4 months,3,7,cleaner,family,no,land,yes,yes,weekly,0,yes,no,LPG,cost,14kg,584.6153846153845,Medium Risk
Person 34,Uttar Pradesh,Varanasi,19018,no,0,25-50%,no,8,2,study,yes,5-6 months,3,6,domestic-worker,savings,no,land,yes,yes,daily,1000,yes,yes,LPG,none,5kg,584.6153846153845,Medium Risk
Person_8534,Gujarat,Bhavnagar,12709,yes,18,26-50%,no,4,0,study,yes,>2 months,3,1,daily-wager,savings,yes,"mobile,fan",yes,no,daily,1271,no,no,LPG,distance,5kg,653.8461538461539,Medium Risk
Person_3339,Jharkhand,Hazaribagh,5897,no,95,0-25%,yes,2,0,not study,no,>2 months,1,1,unemployed,savings,yes,"mobile,tv",no,yes,weekly,663,yes,no,LPG,availability,5kg,376.92307692307696,High Risk
Person_9861,Jharkhand,Giridih,8451,no,31,76-100%,yes,8,2,not study,no,<1 month,3,5,part-time,money-lender,yes,"mobile,fan",yes,no,weekly,3440,no,no,LPG,cost,14.2kg,376.92307692307696,High Risk
Person 4,Karnataka,Mangalore,5551,yes,50,>75%,yes,4,2,working,yes,3-4 months,3,3,vendor,none,no,vehicle,no,yes,weekly,200,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_6762,Gujarat,Junagadh,4340,no,159,26-50%,no,5,4,study,no,<1 month,4,1,farmer,savings,no,none,no,no,weekly,3215,no,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_2626,Bihar,Begusarai,5875,no,1,51-75%,no,3,1,not study,no,<1 month,2,1,unemployed,family,no,mobile,yes,no,monthly,398,no,yes,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_8346,Bihar,Bhagalpur,9281,no,7,0-25%,yes,6,4,study,yes,>2 months,3,3,migrant-labour,money-lender,no,none,yes,yes,daily,3580,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person 61,Uttar Pradesh,Kanpur,19996,yes,200,>75%,yes,4,1,study,yes,3-4 months,2,2,security-guard,none,yes,mobile,yes,yes,daily,1000,no,no,LPG,none,14kg,515.3846153846155,Medium Risk
Person_9250,Rajasthan,Udaipur,10884,no,124,51-75%,yes,7,3,study,no,<1 month,3,4,daily-wager,money-lender,yes,fan,no,no,daily,1426,yes,yes,LPG,none,5kg,169.23076923076923,High Risk
Person 98,Maharashtra,Pune,15375,no,50,51-75%,yes,5,0,working,yes,3-4 months,2,4,domestic-worker,savings,no,mobile,yes,no,daily,1000,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person_1478,Bihar,Muzaffarpur,14118,yes,47,26-50%,no,2,1,not study,yes,>2 months,1,1,self-employed,family,no,tv,no,no,monthly,1205,no,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person 18,Maharashtra,Nagpur,7623,no,0,<25%,no,4,2,study,no,1-2 months,2,2,daily-wager,none,no,mobile,no,yes,daily,500,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_3961,Jharkhand,Jamshedpur,7170,no,103,51-75%,yes,6,0,not study,yes,>2 months,1,5,migrant-labour,friends,yes,none,no,yes,weekly,3651,no,yes,LPG,cost,5kg,169.23076923076923,High Risk
Person 40,Karnataka,Mysuru,9182,yes,100,25-50%,no,3,1,working,yes,1-2 months,3,0,vendor,savings,no,vehicle,no,yes,weekly,0,yes,yes,LPG,cost,5kg,723.0769230769231,Low Risk
Person_6602,Gujarat,Ahmedabad,5131,yes,65,0-25%,no,4,1,study,no,>2 months,3,1,unemployed,money-lender,no,fan,no,no,monthly,4301,yes,no,LPG,cost,5kg,861.5384615384615,Low Risk
Person 56,Maharashtra,Nashik,19421,yes,100,25-50%,no,3,0,study,no,5-6 months,2,2,labourer,none,yes,land,no,no,weekly,200,no,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_8809,Jharkhand,Ramgarh,9145,no,172,76-100%,yes,8,0,not study,no,>2 months,6,2,self-employed,money-lender,no,fan,yes,no,weekly,4426,no,yes,LPG,distance,5kg,446.1538461538462,Medium Risk
Person 50,Uttar Pradesh,Aligarh,12429,yes,200,>75%,no,7,2,working,yes,3-4 months,1,4,vendor,savings,no,vehicle,no,yes,weekly,0,no,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person_1186,Gujarat,Ahmedabad,11603,no,161,51-75%,no,8,2,study,no,1-2 months,5,3,self-employed,friends,no,mobile,yes,no,monthly,3213,no,no,LPG,none,14.2kg,792.3076923076924,Low Risk
Person_9977,Rajasthan,Ajmer,4356,yes,178,76-100%,no,7,3,not study,no,>2 months,3,4,part-time,family,no,tv,yes,yes,weekly,1412,yes,no,LPG,availability,14.2kg,723.0769230769231,Low Risk
Person_3520,Rajasthan,Ajmer,10824,no,47,51-75%,no,2,0,not study,yes,<1 month,1,1,farmer,friends,yes,"mobile,tv",no,yes,weekly,3042,yes,no,LPG,availability,14.2kg,653.8461538461539,Medium Risk
Person 75,Uttar Pradesh,Kanpur,7652,no,0,<25%,yes,8,4,study,yes,1-2 months,1,5,driver,none,no,land,no,yes,daily,200,no,yes,LPG,cost,14kg,238.46153846153848,High Risk
Person_2626,Bihar,Begusarai,5875,no,1,51-75%,no,3,1,not study,no,<1 month,2,1,unemployed,family,no,mobile,yes,no,monthly,398,no,yes,LPG,availability,5kg,446.1538461538462,Medium Risk
Person_2043,Gujarat,Vadodara,13554,no,132,51-75%,yes,6,2,not study,no,>2 months,4,2,self-employed,friends,no,"mobile,tv",no,yes,weekly,396,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_3456,Gujarat,Jamnagar,6738,no,13,0-25%,no,8,1,not study,no,>2 months,6,2,daily-wager,money-lender,no,"mobile,fan",no,yes,daily,660,no,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person_6359,Bihar,Gaya,7016,no,154,0-25%,yes,6,1,study,no,1-2 months,5,1,farmer,family,yes,tv,yes,no,weekly,2599,yes,no,LPG,availability,14.2kg,515.3846153846155,Medium Risk
Person 50,Uttar Pradesh,Aligarh,12429,yes,200,>75%,no,7,2,working,yes,3-4 months,1,4,vendor,savings,no,vehicle,no,yes,weekly,0,no,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person_9643,Gujarat,Junagadh,12127,no,191,26-50%,yes,3,1,not study,no,1-2 months,2,1,migrant-labour,money-lender,yes,tv,no,yes,monthly,2841,no,yes,LPG,none,14.2kg,376.92307692307696,High Risk
Person 56,Uttar Pradesh,Jhansi,12951,yes,50,25-50%,yes,8,4,study,yes,3-4 months,2,7,domestic-worker,none,yes,vehicle,no,yes,daily,200,no,yes,LPG,none,14kg,238.46153846153848,High Risk
Person_6526,Gujarat,Bhavnagar,4075,yes,78,51-75%,yes,7,0,study,yes,<1 month,3,4,unemployed,friends,no,none,yes,no,daily,4856,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person_5090,Jharkhand,Ramgarh,6681,yes,188,0-25%,no,3,0,not study,yes,>2 months,1,2,migrant-labour,family,no,tv,yes,yes,weekly,2514,yes,yes,LPG,availability,14.2kg,584.6153846153845,Medium Risk
Person_3456,Gujarat,Jamnagar,6738,no,13,0-25%,no,8,1,not study,no,>2 months,6,2,daily-wager,money-lender,no,"mobile,fan",no,yes,daily,660,no,no,LPG,availability,5kg,723.0769230769231,Low Risk
Person_3970,Jharkhand,Ranchi,4787,no,174,0-25%,yes,5,2,study,no,1-2 months,4,1,unemployed,money-lender,no,mobile,no,no,monthly,2704,yes,no,LPG,cost,5kg,653.8461538461539,Medium Risk
Person 78,Uttar Pradesh,Kanpur,18927,no,200,25-50%,no,4,1,study,no,1-2 months,1,1,vendor,savings,no,none,yes,no,monthly,0,yes,no,LPG,none,14kg,723.0769230769231,Low Risk
Person_8424,Jharkhand,Hazaribagh,8658,yes,36,0-25%,no,5,0,not study,yes,1-2 months,2,3,part-time,money-lender,yes,none,no,no,monthly,3562,yes,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person_8352,Jharkhand,Ranchi,14489,yes,111,26-50%,yes,6,2,study,yes,<1 month,1,5,unemployed,savings,yes,"mobile,fan",yes,no,weekly,2409,yes,no,LPG,cost,5kg,515.3846153846155,Medium Risk
Person_5283,Bihar,Arrah,9228,no,117,76-100%,yes,4,0,not study,no,<1 month,3,1,migrant-labour,family,yes,mobile,no,no,monthly,3573,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person_8421,Jharkhand,Jamshedpur,5036,no,114,76-100%,no,3,1,not study,no,<1 month,1,2,daily-wager,money-lender,no,tv,no,yes,daily,557,yes,yes,LPG,availability,14.2kg,446.1538461538462,Medium Risk
Person_5599,Jharkhand,Bokaro,8278,yes,130,0-25%,no,7,1,study,no,1-2 months,1,6,unemployed,money-lender,no,"mobile,fan",yes,yes,monthly,2220,no,yes,LPG,none,5kg,584.6153846153845,Medium Risk
Person 19,Uttar Pradesh,Meerut,13397,no,100,25-50%,yes,6,0,study,no,3-4 months,1,4,vendor,none,no,vehicle,no,yes,monthly,200,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person 45,Uttar Pradesh,Allahabad,6386,yes,0,25-50%,yes,8,0,working,yes,5-6 months,3,5,labourer,savings,no,mobile,no,no,daily,500,yes,yes,LPG,none,14kg,307.69230769230774,High Risk
Person_5873,Jharkhand,Ramgarh,13366,no,30,51-75%,yes,3,0,study,yes,<1 month,2,1,self-employed,friends,yes,none,no,yes,weekly,1558,yes,no,LPG,cost,14.2kg,584.6153846153845,Medium Risk
Person_7002,Rajasthan,Alwar,3465,no,50,26-50%,no,2,0,not study,yes,1-2 months,1,1,farmer,family,no,"mobile,fan",yes,no,weekly,2195,yes,yes,LPG,cost,14.2kg,446.1538461538462,Medium Risk
Person_7960,Bihar,Gaya,7259,no,22,26-50%,yes,3,1,not study,yes,>2 months,2,1,part-time,savings,no,mobile,yes,yes,monthly,3754,yes,no,LPG,cost,5kg,723.0769230769231,Low Risk
Person 63,Uttar Pradesh,Meerut,14919,yes,0,>75%,yes,6,1,study,yes,5-6 months,2,5,domestic-worker,family,yes,land,no,no,monthly,0,yes,no,LPG,cost,5kg,446.1538461538462,Medium Risk
Person_5000,Gujarat,Gandhinagar,12355,yes,69,51-75%,yes,5,4,not study,yes,<1 month,4,1,self-employed,savings,no,tv,no,no,monthly,529,no,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person_2372,Gujarat,Bhavnagar,7126,no,171,76-100%,yes,3,2,study,no,>2 months,1,2,part-time,savings,yes,mobile,yes,yes,daily,573,yes,yes,LPG,availability,5kg,169.23076923076923,High Risk
Person 11,Maharashtra,Pune,17348,no,200,25-50%,no,6,1,working,no,5-6 months,1,5,vendor,none,yes,none,no,yes,weekly,1000,yes,yes,LPG,availability,14kg,446.1538461538462,Medium Risk
Person 50,Uttar Pradesh,Aligarh,12429,yes,200,>75%,no,7,2,working,yes,3-4 months,1,4,vendor,savings,no,vehicle,no,yes,weekly,0,no,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person 41,Maharashtra,Mumbai,7583,yes,100,25-50%,no,4,0,study,yes,1-2 months,2,3,security-guard,family,no,vehicle,yes,yes,daily,0,yes,yes,LPG,none,14kg,515.3846153846155,Medium Risk
Person_9480,Jharkhand,Hazaribagh,11355,yes,129,0-25%,no,2,0,not study,yes,>2 months,1,1,migrant-labour,money-lender,yes,tv,no,no,daily,1834,yes,yes,LPG,none,14.2kg,376.92307692307696,High Risk
Person_5831,Jharkhand,Ramgarh,5530,no,174,26-50%,no,2,0,not study,yes,1-2 months,1,1,daily-wager,money-lender,yes,"mobile,fan",yes,no,daily,933,no,yes,LPG,distance,14.2kg,169.23076923076923,High Risk
Person_8398,Gujarat,Ahmedabad,10628,yes,3,51-75%,yes,8,6,not study,yes,<1 month,4,4,daily-wager,friends,yes,"mobile,fan",no,no,daily,4470,yes,yes,LPG,distance,14.2kg,307.69230769230774,High Risk
Person_2840,Jharkhand,Dhanbad,14126,yes,162,0-25%,yes,8,2,study,no,<1 month,3,5,self-employed,money-lender,no,none,no,yes,weekly,256,no,yes,LPG,distance,14.2kg,376.92307692307696,High Risk
Person_4076,Rajasthan,Pali,4698,no,70,51-75%,yes,8,0,not study,no,1-2 months,1,7,part-time,savings,no,none,yes,yes,weekly,2618,yes,yes,LPG,cost,5kg,376.92307692307696,High Risk
Person_4423,Bihar,Gaya,7859,yes,6,76-100%,yes,3,1,study,no,1-2 months,2,1,self-employed,family,no,"mobile,fan",yes,yes,weekly,3564,yes,yes,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_9767,Rajasthan,Kota,6566,yes,43,26-50%,no,4,3,study,yes,<1 month,1,3,daily-wager,friends,yes,none,no,yes,weekly,2585,no,yes,LPG,none,5kg,376.92307692307696,High Risk
Person_2709,Gujarat,Ahmedabad,10743,no,78,0-25%,yes,4,1,not study,no,1-2 months,2,2,migrant-labour,savings,no,tv,no,yes,daily,1612,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person_2709,Gujarat,Ahmedabad,10743,no,78,0-25%,yes,4,1,not study,no,1-2 months,2,2,migrant-labour,savings,no,tv,no,yes,daily,1612,yes,yes,LPG,availability,14.2kg,376.92307692307696,High Risk
Person_1888,Bihar,Darbhanga,11751,no,95,26-50%,yes,7,2,not study,yes,>2 months,6,1,migrant-labour,family,yes,none,no,yes,weekly,1894,yes,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person 68,Maharashtra,Nashik,13007,no,100,<25%,yes,6,0,study,yes,3-4 months,2,4,cleaner,none,no,mobile,no,no,monthly,500,yes,yes,LPG,cost,14kg,307.69230769230774,High Risk
Person_4367,Gujarat,Surat,12740,yes,71,0-25%,yes,3,2,not study,yes,>2 months,1,2,unemployed,money-lender,no,none,no,yes,monthly,924,no,no,LPG,none,5kg,584.6153846153845,Medium Risk
Person_6926,Jharkhand,Ranchi,13152,yes,193,26-50%,no,4,3,not study,yes,<1 month,1,3,migrant-labour,family,no,tv,yes,yes,monthly,920,yes,yes,LPG,cost,14.2kg,584.6153846153845,Medium Risk
Person_8360,Bihar,Muzaffarpur,11890,no,127,0-25%,no,7,2,study,yes,<1 month,6,1,daily-wager,family,no,"mobile,tv",no,yes,weekly,4024,no,yes,LPG,cost,14.2kg,653.8461538461539,Medium Risk
Person 98,Maharashtra,Pune,15375,no,50,51-75%,yes,5,0,working,yes,3-4 months,2,4,domestic-worker,savings,no,mobile,yes,no,daily,1000,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person_1819,Rajasthan,Jodhpur,4502,no,130,26-50%,no,4,2,not study,yes,<1 month,1,3,migrant-labour,savings,no,"mobile,fan",no,no,monthly,1367,no,yes,LPG,availability,5kg,307.69230769230774,High Risk
Person_1484,Rajasthan,Bikaner,3463,yes,146,51-75%,no,6,1,not study,no,<1 month,2,4,unemployed,money-lender,no,tv,yes,yes,daily,4511,yes,no,LPG,cost,5kg,792.3076923076924,Low Risk
Person_1091,Rajasthan,Pali,8171,yes,103,0-25%,yes,2,0,not study,no,1-2 months,1,1,self-employed,family,no,none,yes,no,monthly,4409,no,yes,LPG,none,14.2kg,376.92307692307696,High Risk
Person_4062,Jharkhand,Ramgarh,8075,no,128,51-75%,no,5,4,not study,yes,<1 month,3,2,self-employed,friends,yes,mobile,yes,yes,daily,2694,no,no,LPG,cost,14.2kg,723.0769230769231,Low Risk
Person_4974,Jharkhand,Deoghar,4590,yes,125,51-75%,yes,4,0,not study,yes,<1 month,1,3,unemployed,family,no,"mobile,tv",yes,no,monthly,1745,yes,no,LPG,availability,5kg,515.3846153846155,Medium Risk
Person_1656,Rajasthan,Jaipur,6868,no,135,51-75%,yes,3,1,not study,no,<1 month,2,1,self-employed,money-lender,no,tv,yes,yes,daily,1171,yes,no,LPG,cost,14.2kg,653.8461538461539,Medium Risk
Person_7357,Rajasthan,Pali,8213,yes,77,26-50%,no,7,3,not study,no,1-2 months,1,6,daily-wager,family,no,fan,no,no,weekly,4125,yes,no,LPG,cost,14.2kg,792.3076923076924,Low Risk
Person_4734,Jharkhand,Bokaro,12578,no,183,26-50%,no,8,3,not study,no,>2 months,7,1,unemployed,friends,yes,"mobile,fan",no,yes,monthly,1148,no,no,LPG,availability,5kg,653.8461538461539,Medium Risk
Person 7,Uttar Pradesh,Agra,19395,yes,200,25-50%,yes,3,1,study,yes,3-4 months,2,2,security-guard,family,yes,none,no,yes,monthly,200,yes,yes,LPG,availability,14kg,376.92307692307696,High Risk
Person 54,Uttar Pradesh,Jhansi,18471,yes,100,51-75%,yes,8,3,working,no,3-4 months,2,6,vendor,savings,yes,land,yes,yes,daily,0,no,yes,LPG,none,5kg,307.69230769230774,High Risk
Person_3198,Jharkhand,Bokaro,14640,yes,63,51-75%,no,5,0,not study,yes,1-2 months,1,4,unemployed,family,yes,tv,no,no,daily,2538,no,yes,LPG,availability,5kg,376.92307692307696,High Risk
Person_8809,Jharkhand,Ramgarh,9145,no,172,76-100%,yes,8,0,not study,no,>2 months,6,2,self-employed,money-lender,no,fan,yes,no,weekly,4426,no,yes,LPG,distance,5kg,446.1538461538462,Medium Risk
Person 61,Karnataka,Belgaum,17953,no,200,<25%,no,8,4,working,yes,1-2 months,3,7,daily-wager,family,no,vehicle,no,no,daily,500,yes,yes,LPG,availability,5kg,515.3846153846155,Medium Risk
Person_8503,Bihar,Arrah,5824,no,88,76-100%,yes,7,6,study,yes,<1 month,4,3,farmer,savings,yes,"mobile,tv",yes,yes,weekly,1289,no,no,LPG,none,5kg,446.1538461538462,Medium Risk
Person 22,Uttar Pradesh,Agra,6679,no,100,25-50%,no,5,0,study,yes,3-4 months,3,2,daily-wager,savings,yes,land,no,no,weekly,0,no,no,LPG,cost,14kg,515.3846153846155,Medium Risk
Person_7070,Rajasthan,Kota,12686,yes,24,51-75%,no,2,1,not study,no,1-2 months,1,1,part-time,money-lender,no,none,yes,yes,monthly,1841,no,no,LPG,distance,5kg,723.0769230769231,Low Risk
Person_9726,Bihar,Gaya,12774,yes,168,51-75%,yes,5,1,not study,no,1-2 months,4,1,daily-wager,money-lender,yes,"mobile,tv",yes,no,daily,897,yes,yes,LPG,distance,5kg,376.92307692307696,High Risk
Person_2617,Bihar,Begusarai,3004,yes,175,26-50%,yes,6,4,not study,yes,<1 month,3,3,farmer,money-lender,yes,"mobile,tv",yes,no,daily,3212,no,no,LPG,distance,14.2kg,376.92307692307696,High Risk
Person_3679,Jharkhand,Ramgarh,12922,no,172,76-100%,no,2,1,study,no,1-2 months,1,1,unemployed,friends,no,none,no,no,weekly,2959,yes,yes,LPG,none,5kg,515.3846153846155,Medium Risk
Person_8787,Gujarat,Gandhinagar,14424,yes,55,51-75%,yes,3,2,not study,yes,>2 months,1,2,part-time,savings,no,tv,no,no,monthly,276,yes,no,LPG,none,14.2kg,584.6153846153845,Medium Risk
Person_9859,Gujarat,Bhavnagar,9117,no,90,26-50%,no,6,1,not study,no,<1 month,1,5,unemployed,money-lender,no,"mobile,fan",no,yes,monthly,296,no,yes,LPG,none,5kg,446.1538461538462,Medium Risk
Person_7281,Rajasthan,Ajmer,4079,no,99,51-75%,yes,8,2,not study,no,<1 month,3,5,farmer,savings,yes,mobile,no,no,monthly,4962,no,no,LPG,availability,5kg,307.69230769230774,High Risk
Person 40,Uttar Pradesh,Jhansi,10299,yes,100,>75%,yes,8,1,working,no,1-2 months,2,6,driver,family,yes,mobile,yes,no,weekly,0,yes,yes,LPG,cost,5kg,238.46153846153848,High Risk
